Principle Component 1,Principle Component 2,Principle Component 3,SHUTTLECOCK POSITIION IN AIR(X) metres,SHUTTLECOCK POSITIION IN AIR(Y) metres,SHUTTLECOCK POSITIION IN AIR(Z) metres
-1.2690471155012673,-1.572358684067094,0.15022919165402007,7.862064263,1.0,3.706719248
-1.279547409330914,-1.5623216259655206,0.13382280438856678,7.90495593,1.0,3.707658036
-1.2900477031605608,-1.5522845678639472,0.1174164171231134,7.948415574,1.0,3.707038158
-1.3005479969902076,-1.5422475097623736,0.10101002985766015,7.989210706,1.0,3.702223142
-1.3110482908198544,-1.5322104516608,0.08460364259220685,8.027907904,1.0,3.698333963
-1.3215485846495008,-1.5221733935592265,0.06819725532675354,8.068160272,1.0,3.694929485
-1.332048878479148,-1.5121363354576534,0.0517908680613001,8.108056286,1.0,3.688289504
-1.3425491723087943,-1.5020992773560795,0.035384480795846926,8.145491556,1.0,3.680275265
-1.3530494661384413,-1.492062219254506,0.018978093530393623,8.186071358,1.0,3.667968785
-1.363549759968088,-1.4820251611529327,0.0025717062649402316,8.221897737,1.0,3.656012629
-1.3740500537977345,-1.4719881030513589,-0.013834681000513086,8.260950794,1.0,3.641974691
-1.3845503476273813,-1.4619510449497854,-0.030241068265966457,8.295601754,1.0,3.628153622
-1.3950506414570283,-1.4519139868482118,-0.04664745553141972,8.331946347,1.0,3.61024854
-1.405550935286675,-1.4418769287466384,-0.06305384279687308,8.367542323,1.0,3.592537345
-1.4160512291163214,-1.4318398706450646,-0.07946023006232632,8.404273343,1.0,3.572104075
-1.4265515229459682,-1.4218028125434914,-0.0958666173277798,8.436991584,1.0,3.548603319
-1.4370518167756146,-1.4117657544419178,-0.11227300459323303,8.4720889,1.0,3.524529156
-1.447552110605262,-1.4017286963403446,-0.12867939185868632,8.505955756,1.0,3.499870309
-1.4580524044349086,-1.3916916382387707,-0.14508577912413972,8.539353943,1.0,3.471248749
-1.4685526982645554,-1.381654580137197,-0.16149216638959313,8.571276167,1.0,3.437988327
-1.4790529920942017,-1.3716175220356235,-0.1778985536550464,8.602693953,1.0,3.406129789
-1.4895532859238485,-1.36158046393405,-0.19430494092049974,8.63362869,1.0,3.369860429
-1.5000535797534955,-1.3515434058324767,-0.2107113281859531,8.665871474,1.0,3.332979494
-1.510553873583142,-1.3415063477309035,-0.2271177154514064,8.697440707,1.0,3.294912272
-1.5210541674127889,-1.3314692896293296,-0.24352410271685973,8.724024636,1.0,3.251069601
-1.5315544612424354,-1.321432231527756,-0.25993048998231294,8.755232066,1.0,3.20817377
-1.542054755072082,-1.3113951734261826,-0.2763368772477664,8.783775129,1.0,3.160771758
-1.5525550489017284,-1.3013581153246092,-0.2927432645132197,8.812823083,1.0,3.111522615
-1.5630553427313756,-1.2913210572230356,-0.309149651778673,8.840093369,1.0,3.058904711
-1.5735556365610224,-1.2812839991214617,-0.3255560390441263,8.865446701,1.0,3.004043432
-1.5840559303906687,-1.2712469410198888,-0.3419624263095798,8.894078014,1.0,2.946953725
-1.5945562242203153,-1.261209882918315,-0.358368813575033,8.919205854,1.0,2.887511875
